artist,url,life,artworks
Lin Fengmian,/en/lin-fengmian,1900 - 1991,33
Ferenc Pinter,/en/ferenc-pinter,1931 - 2008,1 artwork
Karoly Ferenczy,/en/karoly-ferenczy,1862 - 1917,31
John Duncan Fergusson,/en/john-duncan-fergusson,1874 - 1961,19
Gohar Fermanyan ,/en/gohar-fermanyan,1899 - 1958,3
Defendente Ferrari,/en/defendente-ferrari,c.1480 - c.1540,7
Leon Ferrari,/en/leon-ferrari,1920 - 2013,21
Jose Ferraz de Almeida Junior,/en/jose-ferraz-de-almeida-junior,1850 - 1899,64
John Ferren,/en/john-ferren,1905 - 1970,48
Roberto Ferri,/en/roberto-ferri,born 1978,13
Gabriel Ferrier,/en/gabriel-ferrier,1847 - 1914,11
Jean Leon Gerome Ferris,/en/jean-leon-gerome-ferris,1863 - 1930,22
Tano Festa,/en/tano-festa,1938 - 1988,42
Rainer Fetting,/en/rainer-fetting,born 1949,10
Arshak Fetvadjian,/en/arshak-fetvadjian,1866 - 1947,4
Domenico Fiasella,/en/domenico-fiasella,1589 - 1669,22
Pedro Figari,/en/pedro-figari,1861 - 1938,3
Luke Fildes,/en/luke-fildes,1843 - 1927,32
Emil Filla,/en/emil-filla,1882 - 1953,17
Robert Filliou,/en/robert-filliou,1926 - 1987,32
Pavel Filonov,/en/pavel-filonov,1883 - 1941,101 artwork
Spencer Finch,/en/spencer-finch,born 1962,12
Perle Fine,/en/perle-fine,1905 - 1988,57
Leonor Fini,/en/leonor-fini,1908 - 1996,19
Howard Finster,/en/howard-finster,1916 - 2001,37
Rosso Fiorentino,/en/rosso-fiorentino,1494 - 1540,21
Eric Fischl,/en/eric-fischl,born 1948,80
Janet Fish,/en/janet-fish,born 1938,25
Harrison Fisher,/en/harrison-fisher,1875 - 1934,71
Audrey Flack,/en/audrey-flack,born 1931,24
Dan Flavin,/en/dan-flavin,1933 - 1996,23
Konstantin Dmitriyevich Flavitsky,/en/konstantin-dmitriyevich-flavitsky,1830 - 1866,7
Adolf Fleischmann,/en/adolf-fleischmann,1892 - 1968,23
Constantin Flondor,/en/constantin-flondor,born 1936,54
Thalia Flora-Karavia,/en/thalia-flora-karavia,1871 - 1960,26
Franco Fontana,/en/franco-fontana,born 1933,16
Lavinia Fontana,/en/lavinia-fontana,1552 - 1614,21
Lucio Fontana,/en/lucio-fontana,1899 - 1968,22
Gustavo Foppiani,/en/gustavo-foppiani,1925 - 1986,17
Gunther Forg,/en/gunther-forg,1953 - 2013,42
Fornasetti,/en/fornasetti,1913 - 1988,18
Eleanor Fortescue-Brickdale,/en/eleanor-fortescue-brickdale,1872 - 1945,4
William Gilbert Foster,/en/william-gilbert-foster,1855 - 1906,16
Tsuguharu Foujita,/en/tsuguharu-foujita,1886 - 1968,161
Jean Fouquet,/en/jean-fouquet,1420 - 1481,115
Fra Angelico,/en/fra-angelico,c.1395 - 1455,168
Fra Bartolomeo,/en/fra-bartolomeo,1472 - 1517,16
Jean-Honore Fragonard,/en/jean-honore-fragonard,1732 - 1806,70
Esteban Frances,/en/esteban-frances,1913 - 1976,21
Sam Francis,/en/sam-francis,1923 - 1994,370
Master Francke,/en/master-francke,born c.1380,20
Frans Francken the Younger,/en/frans-francken-the-younger,born 1581,3
Jane Frank,/en/jane-frank,1918 - 1986,12
Helen Frankenthaler,/en/helen-frankenthaler,1928 - 2011,140
Rodrigo Franzao,/en/rodrigo-franzao,born 1982,57
Greta Freist,/en/greta-freist,1909 - 1993,15
Roger de La Fresnaye,/en/roger-de-la-fresnaye,1885 - 1925,30
Lucian Freud,/en/lucian-freud,1922 - 2011,283
Otto Freundlich,/en/otto-freundlich,1878 - 1943,15
Caspar David Friedrich,/en/caspar-david-friedrich,1774 - 1840,127
Richard Friese,/en/richard-friese,1854 - 1918,25
Frederick Carl Frieseke,/en/frederick-carl-frieseke,1874 - 1939,42
Othon Friesz,/en/othon-friesz,1879 - 1949,22
Gerard Fromanger,/en/gerard-fromanger,born 1939,27
Terry Frost,/en/terry-frost,1915 - 2003,35
Brian Froud,/en/brian-froud,born 1947,12
Gunter Fruhtrunk,/en/gunter-fruhtrunk,1923 - 1982,22
Roger Fry,/en/roger-fry,1866 - 1934,19
Fu Baoshi,/en/fu-baoshi,1904 - 1965,17
Ernst Fuchs,/en/ernst-fuchs,born 1930,67
Fujishima Takeji,/en/fujishima-takeji,fl.c. 1867,7
Isaac Fuller,/en/isaac-fuller,c.1606 - 1672,8
Kerry O. Furlani,/en/kerry-o-furlani,born 1962,12
Henry Fuseli,/en/henry-fuseli,1741 - 1825,29
Futura 2000,/en/futura-2000,born 1955,10
Ethel Léontine Gabain,/en/ethel-leontine-gabain,1883 - 1950,5
Naum Gabo,/en/naum-gabo,1890 - 1977,16
Clarence Gagnon,/en/clarence-gagnon,1881 - 1942,118
Thomas Gainsborough,/en/thomas-gainsborough,1727 - 1788,174
Julio Galan,/en/julio-galan,1958 - 2006,29
Fede Galizia,/en/fede-galizia,1578 - 1630,12
Emile Galle,/en/emile-galle,1846 - 1904,19
Akseli Gallen-Kallela,/en/akseli-gallen-kallela,1865 - 1931,41
Charles Garabedian,/en/charles-garabedian,1923 - 2016,39
Horacio Garcia-Rossi,/en/horacio-garcia-rossi,1929 - 2012,20
Gary Wragg,/en/gary-wragg,born 1946,10
Yves Gaucher,/en/yves-gaucher,1934 - 2000,33
Paul Gauguin,/en/paul-gauguin,1848 - 1903,509
Paul Gavarni,/en/paul-gavarni,1804 - 1866,13
Walter Gay,/en/walter-gay,1856 - 1937,6
Gazmend Freitag,/en/gazmend-freitag,born 1968,168
Nikolai Ge,/en/nikolai-ge,1831 - 1894,100
Eduard von Gebhardt,/en/eduard-von-gebhardt,1838 - 1925,17
Ilka Gedo,/en/ilka-gedo,1912 - 1985,38
Gego,/en/gego,1912 - 1994,31
Rupprecht Geiger,/en/rupprecht-geiger,1908 - 2009,24
Ogata Gekko,/en/ogata-gekko,1859 - 1920,26
Ivan Generalic,/en/ivan-generalic,1914 - 1992,95
Kogan Gengei,/en/kogan-gengei,1748 - 1821,7
Artemisia Gentileschi,/en/artemisia-gentileschi,1593 - c.1656,19
Isa Genzken,/en/isa-genzken,born 1948,16
Claude Georges,/en/claude-georges,1929 - 1988,17
Georgy Yakulov,/en/georgy-yakulov,1884 - 1928,3
François Gérard,/en/francois-gerard,1770 - 1837,31
Gaylen Gerber,/en/gaylen-gerber,born 1955,10
Theo Gerber,/en/theo-gerber,1928 - 1997,24
Théodore Géricault,/en/theodore-gericault,1791 - 1824,114
Jean-Leon Gerome,/en/jean-leon-gerome,1824 - 1904,223
Richard Gerstl,/en/richard-gerstl,1883 - 1908,75
Henri Gervex,/en/henri-gervex,1852 - 1929,15
Gunther Gerzso,/en/gunther-gerzso,1915 - 2000,37
Gevorg Bashindzhagian,/en/gevorg-bashindzhagian,1857 - 1925,8
Adrian Ghenie,/en/adrian-ghenie,born 1977,24
Ion Alin Gheorghiu,/en/ion-alin-gheorghiu,1929 - 2001,35
Marin Gherasim,/en/marin-gherasim,1937 - 2017,20
Dumitru Ghiatza,/en/dumitru-ghiatza,1888 - 1972,19
Lorenzo Ghiberti,/en/ghiberti,fl.c. 1378,18
Domenico Ghirlandaio,/en/domenico-ghirlandaio,1449 - 1494,108
Alberto Giacometti,/en/alberto-giacometti,1901 - 1966,23
Giambologna,/en/giambologna,1529 - 1608,50
Vincent Giarrano,/en/vincent-giarrano,born 1960,10
Harry Phelan Gibb,/en/harry-phelan-gibb,1870 - 1948,20
Charles Gibbons,/en/charles-gibbons,born 1957,16
John Gibson,/en/john-gibson,1790 - 1866,33
Aleksander Gierymski,/en/aleksander-gierymski,1850 - 1901,18
H.R. Giger,/en/h-r-giger,1940 - 2014,13
Piero Gilardi,/en/piero-gilardi,born 1942,15
Eric Gill,/en/eric-gill,1882 - 1940,47
Sam Gilliam,/en/sam-gilliam,born 1933,75
Liam Gillick,/en/liam-gillick,born 1964,10
Luca Giordano,/en/luca-giordano,1634 - 1705,137
Giorgione,/en/giorgione,c.1478 - 1510,49
Giotto,/en/giotto,c.1266 - 1337,138
Anne-Louis Girodet,/en/anne-louis-girodet,1767 - 1824,24
Alberto Gironella,/en/alberto-gironella,1929 - 1999,21
Thomas Girtin,/en/thomas-girtin,1775 - 1802,41
Alfio Giuffrida,/en/alfio-giuffrida,born 1953,73
Giuliana Lazzerini,/en/giuliana-lazzerini,born c.1951,12
William James Glackens,/en/william-james-glackens,1870 - 1938,84
Fritz Glarner,/en/fritz-glarner,1899 - 1972,14
Albert Gleizes,/en/albert-gleizes,1881 - 1953,40
Charles Gleyre,/en/charles-gleyre,1806 - 1874,30
John Glover,/en/john-glover,1767 - 1849,21
Domenico Gnoli,/en/domenico-gnoli,1933 - 1970,17
Robert Gober,/en/robert-gober,born 1954,10
John William Godward,/en/john-william-godward,1861 - 1922,133
Mathias Goeritz,/en/mathias-goeritz,1915 - 1990,37
Ralph Goings,/en/ralph-goings,born 1928,32
Chaim Goldberg,/en/chaim-goldberg,born 1917,8
Grigoriy Goldstein,/en/goldstein-grigoriy,1878 - 1938,16
Nuno Gonçalves,/en/nuno-goncalves,c.1420 - 1491,10
Natalia Goncharova,/en/natalia-goncharova,1881 - 1962,66
Kuno Gonschior,/en/kuno-gonschior,1933 - 2010,15
Eva Gonzales,/en/eva-gonzales,1849 - 1883,23
Julio Gonzalez,/en/julio-gonzalez,1876 - 1942,18
Dominique Gonzalez-Foerster,/en/dominique-gonzalez-foerster,born 1965,11
Felix Gonzalez-Torres,/en/felix-gonzalez-torres,1957 - 1996,18
Joe Goode,/en/joe-goode,born 1937,26
Robert Goodnough,/en/robert-goodnough,1917 - 2010,98
Agnes Goodsir,/en/agnes-goodsir,1864 - 1939,13
Betty Goodwin,/en/betty-goodwin,1923 - 2008,12
Goran Despotovski,/en/goran-despotovski,born 1972,8
Apollinary Goravsky,/en/apollinariy-goravskiy,1833 - 1900,12
Ron Gorchov,/en/ron-gorchov,born 1930,16
Arshile Gorky,/en/arshile-gorky,c.1904 - 1948,71
Antony Gormley,/en/antony-gormley,born 1950,12
Dumitru Gorzo,/en/dumitru-gorzo,born 1975,15
Adolph Gottlieb,/en/adolph-gottlieb,1903 - 1974,0
Maurycy Gottlieb,/en/maurycy-gottlieb,1856 - 1879,19
Karl Otto Gotz,/en/karl-otto-gotz,born 1914,14
Francisco Goya,/en/francisco-goya,1746 - 1828,390
Benozzo Gozzoli,/en/benozzo-gozzoli,c.1421 - 1497,145
Igor Grabar,/en/igor-grabar,1871 - 1960,373
Camille Graeser,/en/camille-graeser,1892 - 1980,20
Gerhard von Graevenitz,/en/gerhard-von-graevenitz,1934 - 1983,13
Grandma Moses,/en/grandma-moses,1860 - 1961,38
Speedy Graphito,/en/speedy-graphito,born 1961,16
Eugène Grasset,/en/eug-ne-grasset,1845 - 1917,45
Enrique Grau,/en/enrique-grau,1920 - 2004,15
Emilio Grau Sala,/en/emilio-grau-sala,1911 - 1975,18
Gotthard Graubner,/en/gotthard-graubner,1930 - 2013,24
Morris Graves,/en/morris-graves,1910 - 2001,28
Nancy Graves,/en/nancy-graves,1939 - 1995,12
Denise Green,/en/denise-green,born 1946,15
Balcomb Greene,/en/balcomb-greene,1904 - 1990,22
Giorgio Griffa,/en/giorgio-griffa,born 1936,16
Grigor Khanjyan,/en/grigor-khanjyan,1926 - 2000,6
Gregorio Sciltian,/en/gregorio-sciltian,1898 - 1985,3
Ion Grigorescu,/en/ion-grigorescu,born 1944,2
Lucian Grigorescu,/en/lucian-grigorescu,1894 - 1965,34
Nicolae Grigorescu,/en/nicolae-grigorescu,1838 - 1907,46
Boris Grigoriev,/en/boris-grigoriev,1886 - 1939,42
Sergiy Grigoriev,/en/sergiy-grigoriev,1910 - 1988,44
John Atkinson Grimshaw,/en/john-atkinson-grimshaw,1836 - 1893,144
Juan Gris,/en/juan-gris,1887 - 1927,199
Ivan Grohar,/en/ivan-grohar,1867 - 1911,23
Red Grooms,/en/red-grooms,born 1937,18
Antoine-Jean Gros,/en/antoine-jean-gros,1771 - 1835,28
Robert Grosvenor,/en/robert-grosvenor,born 1937,12
George Grosz,/en/george-grosz,1893 - 1959,258
Jan Groth,/en/jan-groth,born 1938,15
Francis Gruber,/en/francis-gruber,1912 - 1948,27
Jules-Alexandre Grun,/en/jules-alexandre-grun,1868 - 1938,29
Matthias Grünewald,/en/matthias-grunewald,c.1470 - 1528,109
Eduard von Grützner,/en/eduard-von-grutzner,1846 - 1925,15
Wang Guangyi,/en/wang-guangyi,born 1957,19
Guanxiu,/en/guanxiu,832 - 912,16
Wu Guanzhong,/en/wu-guanzhong,1919 - 2010,47
Francesco Guardi,/en/francesco-guardi,1712 - 1793,67
Luigi Guardigli,/en/luigi-guardigli,1923 - 2008,23
Oswaldo Guayasamin,/en/oswaldo-guayasamin,1919 - 1999,34
Max Gubler,/en/max-gubler,1898 - 1973,25
Hans Gude,/en/hans-gude,1825 - 1903,85
Kaloust Guedel,/en/kaloust-guedel,born 1956,18
Guercino,/en/guercino,1591 - 1666,60
Pierre-Narcisse Guerin,/en/pierre-narcisse-guerin,1774 - 1833,50
Jose Guerrero,/en/jose-guerrero,1914 - 1991,31
O. Louis Guglielmi,/en/o-louis-guglielmi,1906 - 1956,34
Guido Viaro,/en/guido-viaro,1897 - 1971,5
Armand Guillaumin,/en/armand-guillaumin,1841 - 1927,59
Paul Guiragossian,/en/paul-guiragossian,1926 - 1993,17
Lajos Gulacsy,/en/lajos-gulacsy,1882 - 1932,23
Guntis Strupulis,/en/guntis-strupulis,1933 - 1974,28
Guo Xi,/en/guo-xi,c.1020 - c.1090,7
Andreas Gursky,/en/andreas-gursky,born 1955,14
Gustav Adolf Mossa,/en/gustav-adolf-mossa,1883 - 1971,15
Philip Guston,/en/philip-guston,1913 - 1980,73
Renato Guttuso,/en/renato-guttuso,1911 - 1987,35
Guy Rose,/en/guy-rose,1867 - 1925,126
Constantin Guys,/en/constantin-guys,1802 - 1892,26
Wade Guyton,/en/wade-guyton,born 1972,10
Tihamer Gyarmathy,/en/tihamer-gyarmathy,1915 - 2005,34
Cornelis Norbertus Gysbrechts,/en/cornelis-norbertus-gysbrechts,c.1630 - c.1683,10
Brion Gysin,/en/brion-gysin,1916 - 1986,11
Nikolaos Gyzis,/en/nikolaos-gyzis,1842 - 1901,71
Ha Chong-Hyun,/en/ha-chong-hyun,born 1935,10
Hans Haacke,/en/hans-haacke,born 1936,16
Nikos Hadjikyriakos-Ghikas,/en/nikos-hadjikyriakos-ghikas,1906 - 1994,33
Michael Hafftka,/en/michael-hafftka,born 1953,11
Marcia Hafif,/en/marcia-hafif,born 1929,16
Etienne Hajdu,/en/etienne-hajdu,1907 - 1996,24
Maki Haku,/en/maki-haku,1924 - 2000,114
Peter Halley,/en/peter-halley,born 1953,15
Pekka Halonen,/en/halonen-pekka,1865 - 1933,54
Frans Hals,/en/frans-hals,c.1580 - 1666,171
Philippe Halsman,/en/philippe-halsman,1906 - 1979,24
Richard Hambleton,/en/richard-hambleton,born 1952,28
Helen Augusta Hamburger,/en/helen-augusta-hamburger,1836 - 1919,8
Osman Hamdi,/en/osman-hamdi,1842 - 1910,20
Sheikh Hamdullah,/en/sheikh-hamdullah,1436 - 1520,23
Javad Hamidi,/en/javad-hamidi,1918 - 2002,17
Ann Hamilton,/en/ann-hamilton,born 1956,11
James Hamilton,/en/james-hamilton,1819 - 1878,21
Richard Hamilton,/en/richard-hamilton,1922 - 2011,65
William Hamilton,/en/william-hamilton,1751 - 1801,47
Vilhelm Hammershoi,/en/vilhelm-hammershoi,1864 - 1916,21
Frederick Hammersley,/en/frederick-hammersley,1919 - 2009,15
Harmony Hammond,/en/harmony-hammond,born 1944,15
David Hammons,/en/david-hammons,born 1943,10
Han Gan,/en/han-gan,c.706 - 783,4
Hannah Faith Yata,/en/hannah-faith-yata,born 1989,6
Hannibal Alkhas,/en/hannibal-alkhas,1930 - 2010,16
Erin Hanson,/en/erin-hanson,born 1981,8
Simon Hantai,/en/simon-hantai,1922 - 2008,29
Heywood Hardy,/en/heywood-hardy,1842 - 1933,32
Thomas Hardy,/en/thomas-hardy,1757 - c.1805,17
David Hare,/en/david-hare,1917 - 1992,15
Keith Haring,/en/keith-haring,1958 - 1990,79
William Michael Harnett,/en/william-michael-harnett,1848 - 1892,10
Haroutiun Galentz,/en/haroutiun-galentz,1910 - 1967,6
Lady Frieda Harris,/en/lady-frieda-harris,c.1877 - 1962,25
Lawren Harris,/en/lawren-harris,1885 - 1970,40
Robert Harris,/en/robert-harris,1849 - 1919,16
Robert G. Harris,/en/robert-g-harris,1911 - 2007,17
William Hart,/en/william-hart,1823 - 1894,39
Marsden Hartley,/en/marsden-hartley,1877 - 1943,33
Hans Hartung,/en/hans-hartung,1904 - 1989,21
George Harvey,/en/george-harvey,1806 - 1876,131
Goyo Hashiguchi,/en/goyo-hashiguchi,1880 - 1921,17
Childe Hassam,/en/childe-hassam,1859 - 1935,551
William Hawkins,/en/william-hawkins,1895 - 1990,38
Alex Hay,/en/alex-hay,born 1930,11
Francesco Hayez,/en/francesco-hayez,1791 - 1882,82
Werner Haypeter,/en/werner-haypeter,born 1955,10
Martin Johnson Heade,/en/martin-johnson-heade,1819 - 1904,40
Jeanne Hébuterne,/en/jeanne-hebuterne,1898 - 1920,4
Erich Heckel,/en/erich-heckel,1893 - 1970,19
Jacoba van Heemskerck,/en/jacoba-van-heemskerck,1876 - 1923,23
Hubertine Heijermans,/en/hubertine-heijermans,born 1936,52
Thomas Theodor Heine,/en/thomas-theodor-heine,1867 - 1948,20
Robert Heinecken,/en/robert-heinecken,1931 - 2006,10
Michael Heizer,/en/michael-heizer,born 1944,11
Al Held,/en/al-held,1928 - 2005,30
Jesus Helguera,/en/jesus-helguera,1910 - 1971,18
Jean Helion,/en/jean-helion,1904 - 1987,40
Jan van Hemessen,/en/jan-van-hemessen,c.1500 - c.1566,30
Jeremy Henderson,/en/jeremy-henderson,1952 - 2009,11
John Henderson,/en/john-henderson,1860 - 1924,5
Hermann Hendrich,/en/hermann-hendrich,1854 - 1931,15
Robert Henri,/en/robert-henri,1865 - 1929,263
Armand Henrion,/en/armand-henrion,1875 - 1958,16
George Henry,/en/george-henry,1858 - 1943,38
Auguste Herbin,/en/auguste-herbin,1882 - 1960,80
Josef Herman,/en/josef-herman,1911 - 2000,15
Charles Hermans,/en/charles-hermans,1839 - 1924,16
Jacques Hérold,/en/jacques-h-rold,1910 - 1987,50
Patrick Heron,/en/patrick-heron,1920 - 1999,29
Herrad of Landsberg,/en/herrad-of-landsberg,c.1130 - 1195,46
Saturnino Herran,/en/saturnino-herran,1887 - 1918,12
Carmen Herrera,/en/carmen-herrera,born 1915,16
Francisco Herrera,/en/francisco-herrera,1576 - 1656,14
Eva Hesse,/en/eva-hesse,1936 - 1970,34
Prudence Heward,/en/prudence-heward,1896 - 1947,24
Jean Hey,/en/jean-hey,c.1475 - c.1500,21
Hans Heysen,/en/hans-heysen,1877 - 1968,36
Dale Hickey,/en/dale-hickey,born 1937,15
Edward Hicks,/en/edward-hicks,1780 - 1849,75
Sheila Hicks,/en/sheila-hicks,born 1934,14
Jose Higuera,/en/jose-higuera,born 1966,10
Hildegard of Bingen,/en/hildegard-of-bingen,1098 - 1179,18
Thomas Hill,/en/thomas-hill,1829 - 1908,97
John Hilliard,/en/john-hilliard,born 1945,10
Nicholas Hilliard,/en/nicholas-hilliard,c.1547 - 1619,15
Lewis Hine,/en/lewis-hine,1874 - 1940,22
Charles Hinman,/en/charles-hinman,born 1932,15
David Michael Hinnebusch,/en/david-michael-hinnebusch,born 1964,182
Hans Hinterreiter,/en/hans-hinterreiter,1902 - 1989,56
Unichi Hiratsuka,/en/unichi-hiratsuka,1895 - 1997,31
Adolf Hirémy-Hirschl,/en/adolf-hiremy-hirschl,1860 - 1933,31
Hiroshige,/en/hiroshige,1797 - 1858,91
Thomas Hirschhorn,/en/thomas-hirschhorn,born 1957,15
Hanna Hirsch-Pauli,/en/hanna-hirsch-pauli,born 1864,17
Damien Hirst,/en/damien-hirst,born 1965,30
Oleksandr Hnylyzkyj,/en/oleksandr-hnylyzkyj,1961 - 2009,119
Hannah Hoch,/en/hannah-hoch,1889 - 1978,13
David Hockney,/en/david-hockney,born 1937,0
Howard Hodgkin,/en/howard-hodgkin,born 1932,20
Frances Hodgkins,/en/frances-hodgkins,1869 - 1947,17
Ferdinand Hodler,/en/ferdinand-hodler,1853 - 1918,256
Hans Hoffmann,/en/hans-hoffmann,c.1530 - 1591,17
Hans Hofmann,/en/hans-hofmann,1880 - 1966,100
William Hogarth,/en/william-hogarth,1697 - 1764,144
Toyota Hokkei,/en/toyota-hokkei,1780 - 1850,44
Katsushika Hokusai,/en/katsushika-hokusai,1760 - 1849,263
Hans Holbein the Younger,/en/hans-holbein-the-younger,c.1497 - 1543,150
Clarence Holbrook Carter,/en/clarence-holbrook-carter,1904 - 2000,59
Carsten Holler,/en/carsten-holler,born 1961,10
Oleg Holosiy,/en/oleg-holosiy,1965 - 1993,75
Carl Holsøe,/en/carl-holsoe,1863 - 1935,47
Nancy Holt,/en/nancy-holt,1938 - 2014,5
Oskar Holweck,/en/oskar-holweck,1924 - 2007,22
Winslow Homer,/en/winslow-homer,1836 - 1910,123
Melchior d'Hondecoeter,/en/melchior-d-hondecoeter,c.1636 - 1695,14
Gottfried Honegger,/en/gottfried-honegger,born 1917,23
Xu Hongming,/en/xu-hongming,born 1971,18
Chen Hongshou,/en/chen-hongshou,1598 - 1652,15
Pieter de Hooch,/en/pieter-de-hooch,1629 - 1684,52
Edward Hopper,/en/edward-hopper,1882 - 1967,182
John Hoppner,/en/john-hoppner,1758 - 1810,51
Rebecca Horn,/en/rebecca-horn,born 1944,14
Roni Horn,/en/roni-horn,born 1955,23
Marc Horowitz,/en/marc-horowitz,born 1976,47
Alla Horska,/en/alla-horska,1929 - 1970,32
Ralph Hotere,/en/ralph-hotere,1931 - 2013,26
Jean Jansem,/en/jean-jansem,1920 - 2013,4
Hovsep Pushman,/en/hovsep-pushman,1877 - 1966,4
Ray Howlett,/en/ray-howlett,born 1940,13
John Hoyland,/en/john-hoyland,1934 - 2011,78
Huang Shen,/en/huang-shen,1687 - 1772,5
Li Huasheng,/en/li-huasheng,born 1944,15
William Henry Huddle,/en/william-henry-huddle,1848 - 1892,10
Douglas Huebler,/en/douglas-huebler,1924 - 1997,14
Arthur Hughes,/en/arthur-hughes,1832 - 1915,39
Edward Robert Hughes,/en/edward-robert-hughes,1851 - 1914,75
Georges Hugnet,/en/georges-hugnet,1906 - 1974,50
Jean Hugo,/en/jean-hugo,1894 - 1984,35
Valentine Hugo,/en/valentine-hugo,1887 - 1968,20
Victor Hugo,/en/victor-hugo,1802 - 1885,36
Albert Huie,/en/albert-huie,1920 - 2010,16
Emperor Huizong,/en/emperor-huizong,1082 - 1135,14
Gary Hume,/en/gary-hume,born 1962,19
Friedensreich Hundertwasser,/en/friedensreich-hundertwasser,1928 - 2000,82
William Holman Hunt,/en/william-holman-hunt,1827 - 1910,52
Emil Hünten,/en/emil-hunten,1827 - 1902,12
Clementine Hunter,/en/clementine-hunter,1886 - 1988,24
Robert Huot,/en/robert-huot,born 1935,19
Frank Hurley,/en/frank-hurley,1885 - 1962,12
M.F. Husain,/en/m-f-husain,1915 - 2011,79
Huseyin Avni Lifij,/en/huseyin-avni-lifij,1886 - 1927,8
Alfred Heber Hutty,/en/alfred-heber-hutty,born 1877,19
Pierre Huyghe,/en/pierre-huyghe,born 1962,10
Chul Hyun Ahn,/en/chul-hyun-ahn,born 1971,10
Ian Bent,/en/ian-bent,born 1945,7
Leiko Ikemura,/en/leiko-ikemura,born 1951,12
Il Sodoma,/en/il-sodoma,1477 - 1549,38
Sorin Ilfoveanu,/en/sorin-ilfoveanu,born 1942,17
Istvan Ilosvai Varga,/en/istvan-ilosvai-varga,1895 - 1978,31
Ilse D'Hollander,/en/ilse-dhollander,1968 - 1997,10
Jorg Immendorff,/en/jorg-immendorff,1945 - 2007,18
Robert Indiana,/en/robert-indiana,born 1928,35
John Stuart Ingle,/en/john-stuart-ingle,1933 - 2010,7
Jean Auguste Dominique Ingres,/en/jean-auguste-dominique-ingres,1780 - 1867,284
Callum Innes,/en/callum-innes,born 1962,15
George Inness,/en/george-inness,1825 - 1894,19
Albert Irvin,/en/albert-irvin,born 1922,15
Robert Irwin,/en/robert-irwin,born 1928,12
Eduard Isabekyan,/en/eduard-isabekyan,1914 - 2007,5
Iosif Iser,/en/iosif-iser,1881 - 1958,73
Iseult Labote,/en/iseult-labote,born 1959,18
Isidore Isou,/en/isidore-isou,1925 - 2007,20
Alexandre Istrati,/en/alexandre-istrati,1915 - 1991,44
Ilya Isupov,/en/ilya-isupov,born 1971,66
Ito Shinsui,/en/ito-shinsui,1898 - 1972,21
Johannes Itten,/en/johannes-itten,1888 - 1967,35
Alexander Ivanov,/en/alexander-ivanov,1806 - 1858,87
Lucy Ivanova,/en/lucy-ivanova,born 1989,13
Alfredo Jaar,/en/alfredo-jaar,born 1956,10
Richard Jack,/en/richard-jack,1866 - 1952,45
A.Y. Jackson,/en/a-y-jackson,1882 - 1974,30
John Jackson,/en/john-jackson,1778 - 1831,93
Ward Jackson,/en/ward-jackson,1928 - 2004,10
Max Jacob,/en/max-jacob,1876 - 1944,6
Antonio Jacobsen,/en/antonio-jacobsen,1850 - 1921,43
Paul Jacoulet,/en/paul-jacoulet,1896 - 1960,156
Alexandre Jacovleff,/en/alexandre-jacovleff,1887 - 1938,59
Charles Jacque,/en/charles-jacque,1813 - 1894,25
Jacqueline Hick,/en/jacqueline-hick,1919 - 2004,20
Bruno Jakob,/en/bruno-jakob,born 1954,10
Georgios Jakobides,/en/georgios-jakobides,1853 - 1932,30
Ito Jakuchu,/en/ito-jakuchu,1716 - 1800,35
Johannes Jan Schoonhoven,/en/johannes-jan-schoonhoven,1914 - 1994,24
Jana Brike,/en/jana-brike,born 1980,13
Marcel Janco,/en/marcel-janco,1895 - 1984,35
Louis Janmot,/en/louis-janmot,1814 - 1892,22
Rune Jansson,/en/rune-jansson,born 1918,19
Tess Jaray,/en/tess-jaray,born 1937,18
Eero Järnefelt,/en/jarnefelt-eero,1863 - 1937,54
JAROSLAV KELUC,/en/jaroslav-keluc,1905 - 1994,33
Valerie Jaudon,/en/valerie-jaudon,born 1945,15
Jean-Baptiste Greuze,/en/jean-baptiste-greuze,1725 - 1809,16
Paul Jenkins,/en/paul-jenkins,1923 - 2012,86
Alfred Jensen,/en/alfred-jensen,1903 - 1981,27
Jean-Paul Jerome,/en/jean-paul-jerome,1928 - 2004,20
Jimmy Ortiz,/en/jimmy-ortiz,born 1958,18
Jan Joest,/en/jan-joest,c.1450 - 1519,20
Augustus John,/en/augustus-john,1878 - 1961,77
Gwen John,/en/gwen-john,1876 - 1939,45
Jasper Johns,/en/jasper-johns,born 1930,0
David Johnson,/en/david-johnson,1827 - 1908,75
Eastman Johnson,/en/eastman-johnson,1824 - 1906,151
Joshua Johnson,/en/joshua-johnson,c.1763 - c.1824,23
William H. Johnson,/en/william-h-johnson,1901 - 1970,102
Frank Johnston,/en/frank-johnston,1888 - 1949,16
Allen Jones,/en/allen-jones,born 1937,17
Owen Jones,/en/owen-jones,1809 - 1874,102
Thomas Jones,/en/thomas-jones,1742 - 1803,31
JonOne,/en/jonone,born 1963,10
Sven Jonson,/en/sven-jonson,1902 - 1981,25
Asgrimur Jonsson,/en/asgrimur-jonsson,1876 - 1958,30
Jacob Jordaens,/en/jacob-jordaens,1593 - 1678,151
Jordão de Oliveira,/en/jordao-de-oliveira,1900 - 1980,8
Tea Jorjadze,/en/tea-jorjadze,born 1971,10
Asger Jorn,/en/asger-jorn,1914 - 1973,39
